,Centra_Norte,Centra_Sur,system:time_start
0,-0.16928251121076232,-0.11320754716981145,2018-12-31 19:00:00
1,,,2019-01-07 19:00:00
2,0.10493273542600903,-0.2739950779327318,2019-01-14 19:00:00
3,0.16068759342301944,0.07350287120590636,2019-01-21 19:00:00
4,-0.12007972097658202,0.030188679245282977,2019-01-28 19:00:00
5,0.026905829596412557,0.18498769483182925,2019-02-04 19:00:00
6,-0.06315396113602392,0.32649712879409337,2019-02-11 19:00:00
7,0.13153961136023917,-0.15422477440525023,2019-02-18 19:00:00
8,0.13004484304932734,0.2059064807219031,2019-02-25 19:00:00
9,-0.05082212257100149,0.054963084495488056,2019-03-04 19:00:00
10,0.06307922272047839,0.09762100082034444,2019-03-11 20:00:00
11,-0.22122571001494767,0.08736669401148467,2019-03-18 20:00:00
12,0.05590433482810161,0.12891128559709356,2019-03-25 20:00:00
13,-0.16990533134030886,-0.0090237899917966,2019-04-01 20:00:00
14,0.2119581464872944,0.23236259228876116,2019-04-08 20:00:00
15,-0.07683109118086694,-0.1701394585726006,2019-04-15 20:00:00
16,-0.3875186846038864,0.07711238720262505,2019-04-22 20:00:00
17,0.0,-0.34126333059885156,2019-04-29 20:00:00
18,,,2019-05-06 20:00:00
19,-0.09118086696562033,-0.22231337161607884,2019-05-13 20:00:00
20,-0.2077727952167414,-0.0254306808859722,2019-05-20 20:00:00
21,-0.7443946188340808,0.1246923707957341,2019-05-27 20:00:00
22,-0.023168908819133034,-0.4647251845775226,2019-06-03 20:00:00
23,,,2019-06-10 20:00:00
24,-0.25485799701046336,0.2378999179655454,2019-06-17 20:00:00
25,-0.03736920777279522,0.03616484440706476,2019-06-24 20:00:00
26,0.02952167414050822,0.11977030352748144,2019-07-01 20:00:00
27,-0.01868460388639761,0.08408531583264961,2019-07-08 20:00:00
28,-0.014947683109118086,0.6753574432296047,2019-07-15 20:00:00
29,0.03736920777279522,0.06070549630844945,2019-07-22 20:00:00
30,0.04633781763826607,-0.2502050861361772,2019-07-29 20:00:00
31,,,2019-08-05 20:00:00
32,0.08221225710014948,-0.21739130434782616,2019-08-12 20:00:00
33,-0.21973094170403587,0.24036095159967175,2019-08-19 20:00:00
34,0.14349775784753363,0.06070549630844945,2019-08-26 20:00:00
35,-0.7047832585949177,-0.10664479081214118,2019-09-02 20:00:00
36,,,2019-09-09 20:00:00
37,-0.2436472346786248,-0.4462674323215751,2019-09-16 20:00:00
38,,,2019-09-23 20:00:00
39,,,2019-09-30 20:00:00
40,,,2019-10-07 20:00:00
41,0.007473841554559043,-0.34905660377358494,2019-10-14 20:00:00
42,,,2019-10-21 20:00:00
43,-0.4439461883408072,-0.36013125512715344,2019-10-28 20:00:00
44,0.1547085201793722,-0.1312551271534045,2019-11-04 19:00:00
45,-0.15994020926756353,-0.06480721903199352,2019-11-11 19:00:00
46,0.023418036870951613,0.03363412633305979,2019-11-18 19:00:00
47,0.0343796711509716,-0.09146841673502876,2019-11-25 19:00:00
48,0.0034877927254609435,0.14156803000117174,2019-12-02 19:00:00
49,0.03886397608370702,-0.10172272354388852,2019-12-09 19:00:00
50,0.013452914798206279,-0.3595159967186219,2019-12-16 19:00:00
51,0.09417040358744394,0.22904019688269056,2019-12-23 19:00:00
52,0.0026905829596411877,0.13502871205906467,2019-12-30 19:00:00
53,0.18685121107266436,0.4048986288526895,2020-01-06 19:00:00
54,-0.484304932735426,-0.05865463494667769,2020-01-13 19:00:00
55,0.23617339312406577,-0.032321575061525956,2020-01-20 19:00:00
56,-0.12406576980568013,-0.04610336341263334,2020-01-27 19:00:00
57,0.18460388639760836,0.22756357670221483,2020-02-03 19:00:00
58,-0.1842301943198804,0.2895816242821984,2020-02-10 19:00:00
59,0.033258594917787744,0.41673502871205886,2020-02-17 19:00:00
60,-0.11609367214748376,-0.2871205906480722,2020-02-24 19:00:00
61,-0.3218734429496761,-0.021328958162428264,2020-03-02 19:00:00
62,-0.0758594917787743,-0.020918785890073968,2020-03-09 20:00:00
63,-0.3064275037369208,0.3122231337161608,2020-03-16 20:00:00
64,0.06576980568011959,0.3564397046759637,2020-03-23 20:00:00
65,-0.05866965620328849,-0.2739950779327318,2020-03-30 20:00:00
66,-0.06801195814648729,0.09085315832649703,2020-04-06 20:00:00
67,-0.26307922272047835,0.0004101722723542955,2020-04-13 20:00:00
68,-0.4621325361235675,-0.24593929450369167,2020-04-20 20:00:00
69,-0.3295964125560538,-0.15422477440525023,2020-04-27 20:00:00
70,,,2020-05-04 20:00:00
71,-0.3811659192825112,0.19172113289760348,2020-05-11 20:00:00
72,-0.2242152466367713,0.17391304347826075,2020-05-18 20:00:00
73,,,2020-05-25 20:00:00
74,,,2020-06-01 20:00:00
75,-0.10164424514200299,0.9442165709598029,2020-06-08 20:00:00
76,,,2020-06-15 20:00:00
77,-0.10164424514200299,0.036095159967186125,2020-06-22 20:00:00
78,-0.10164424514200299,0.17391304347826075,2020-06-29 20:00:00
79,-0.06078724464374683,-0.13617719442165718,2020-07-06 20:00:00
80,-0.14250124564025915,0.07497949138638221,2020-07-13 20:00:00
81,,,2020-07-20 20:00:00
82,-0.10612855007473841,-0.0090237899917966,2020-07-27 20:00:00
83,,,2020-08-03 20:00:00
84,-0.15097159940209268,0.0004101722723542955,2020-08-10 20:00:00
85,,,2020-08-17 20:00:00
86,-0.06427503736920777,-0.13986874487284667,2020-08-24 20:00:00
87,-0.20179372197309417,-0.21739130434782616,2020-08-31 20:00:00
88,,,2020-09-07 20:00:00
89,-0.7907324364723468,0.06316652994257578,2020-09-14 20:00:00
90,-0.14499252615844543,0.13289581624282185,2020-09-21 20:00:00
91,,,2020-09-28 20:00:00
92,-0.2202291978076732,-0.24077112387202632,2020-10-05 20:00:00
93,-0.8011958146487295,0.07547169811320745,2020-10-12 20:00:00
94,-0.41853512705530643,0.6439704675963903,2020-10-19 20:00:00
95,-0.32286995515695066,0.1505332239540606,2020-10-26 20:00:00
96,-0.3251121076233184,0.08531583264971278,2020-11-02 19:00:00
97,-0.10264075734927747,0.0011484823625922233,2020-11-09 19:00:00
98,-0.4204035874439462,-0.6652994257588187,2020-11-16 19:00:00
99,-0.19656203288490284,-0.18334700574241194,2020-11-23 19:00:00
100,-0.5919282511210763,-0.1724774405250206,2020-11-30 19:00:00
101,0.1444942700548081,-0.38289581624282204,2020-12-07 19:00:00
102,-0.3101644245142003,-0.18785890073831016,2020-12-14 19:00:00
103,0.13303437967115098,0.18560295324036083,2020-12-21 19:00:00
104,0.28699551569506726,0.2169811320754716,2020-12-28 19:00:00
