,Occidente,Oriente,system:time_start
0,0.9715382646531868,0.3206470028544245,2018-12-31 19:00:00
1,0.1556181213207065,0.27878211227402483,2019-01-07 19:00:00
2,-0.0002559508574353142,0.0,2019-01-14 19:00:00
3,0.05707704120808811,0.033301617507136116,2019-01-21 19:00:00
4,0.02196058356795497,-0.10199809705042805,2019-01-28 19:00:00
5,0.006398771435884281,-0.010738072583933661,2019-02-04 19:00:00
6,0.09410459858373858,0.21598477640342537,2019-02-11 19:00:00
7,0.038264653186588234,-0.18553758325404376,2019-02-18 19:00:00
8,-0.016380854875863778,-0.12702188392007613,2019-02-25 19:00:00
9,0.21354833205357918,0.23025689819219797,2019-03-04 19:00:00
10,0.0002559508574355179,0.08345793122196549,2019-03-11 20:00:00
11,0.25117310809657895,-0.12797335870599424,2019-03-18 20:00:00
12,0.054688166538691234,0.060418648905804055,2019-03-25 20:00:00
13,-0.14538008702329147,-0.35775451950523307,2019-04-01 20:00:00
14,0.020049483832437633,-0.034728829686013214,2019-04-08 20:00:00
15,-0.04206125757187954,-0.06089438629876303,2019-04-15 20:00:00
16,-0.19733811108267207,-0.4015223596574691,2019-04-22 20:00:00
17,-0.12208855899667259,0.02473834443387256,2019-04-29 20:00:00
18,-0.08625543895572045,-0.2549952426260704,2019-05-06 20:00:00
19,0.03199385717942161,0.044719314938154196,2019-05-13 20:00:00
20,-0.06475556693114916,0.044719314938154196,2019-05-20 20:00:00
21,,,2019-05-27 20:00:00
22,-0.09342206296391088,-0.21788772597526163,2019-06-03 20:00:00
23,0.04991041719989768,-0.43767840152235965,2019-06-10 20:00:00
24,0.05170207320194529,-0.43196955280685057,2019-06-17 20:00:00
25,-0.0074225748656257425,-0.30066603235014266,2019-06-24 20:00:00
26,-0.030116884224895363,-0.07117031398667936,2019-07-01 20:00:00
27,-0.21704632710519575,-0.1679352997145575,2019-07-08 20:00:00
28,-0.08983875095981567,-0.29305423406279735,2019-07-15 20:00:00
29,0.0033273611466598995,-0.08230256898192193,2019-07-22 20:00:00
30,-0.028922446890197025,-0.3725975261655565,2019-07-29 20:00:00
31,,,2019-08-05 20:00:00
32,-0.11671359099052976,-0.21503330161750708,2019-08-12 20:00:00
33,0.21593720672297587,0.24928639391056148,2019-08-19 20:00:00
34,0.4655746096749425,-0.062321598477640294,2019-08-26 20:00:00
35,,,2019-09-02 20:00:00
36,,,2019-09-09 20:00:00
37,,,2019-09-16 20:00:00
38,-0.18658817507038644,0.3986679352997146,2019-09-23 20:00:00
39,0.09649347325313547,0.5356803044719316,2019-09-30 20:00:00
40,,,2019-10-07 20:00:00
41,-0.11731080965787893,0.08848715509039011,2019-10-14 20:00:00
42,,,2019-10-21 20:00:00
43,-0.11133862298438695,0.03139866793529972,2019-10-28 20:00:00
44,-0.11133862298438695,0.21812559467174125,2019-11-04 19:00:00
45,0.11799334527770675,-0.17278782112274016,2019-11-11 19:00:00
46,-0.11850524699257738,0.10751665080875362,2019-11-18 19:00:00
47,-0.0139919802064669,0.13273073263558516,2019-11-25 19:00:00
48,0.2828256974660866,0.17887725975261662,2019-12-02 19:00:00
49,0.07345789608395188,0.1924357754519506,2019-12-09 19:00:00
50,-0.02462247248528281,0.24452901998097057,2019-12-16 19:00:00
51,0.19682620936780146,0.20837297811607994,2019-12-23 19:00:00
52,0.3365753775275148,-0.03920076117982862,2019-12-30 19:00:00
53,0.08164832352188377,0.030447193149381598,2020-01-06 19:00:00
54,-0.06057503625970468,-0.042340627973358656,2020-01-13 19:00:00
55,0.14205272587663179,-0.10126410221557702,2020-01-20 19:00:00
56,0.022677245968773973,-0.04091341579448139,2020-01-27 19:00:00
57,0.13053493729204,-0.002378686964795379,2020-02-03 19:00:00
58,0.018684412592782217,0.15644963979883117,2020-02-10 19:00:00
59,-0.036089070898387456,0.06347696071768386,2020-02-17 19:00:00
60,0.02022011773739451,-0.062117711023515015,2020-02-24 19:00:00
61,0.15203480931661129,0.12844909609895339,2020-03-02 19:00:00
62,0.022677245968773973,-0.23929590865842051,2020-03-09 20:00:00
63,-0.14239399368654543,-0.19219790675547094,2020-03-16 20:00:00
64,-0.054005630918863526,0.103710751665081,2020-03-23 20:00:00
65,-0.11850524699257738,-0.18763082778306364,2020-03-30 20:00:00
66,-0.15135227369678347,-0.3617507136060894,2020-04-06 20:00:00
67,-0.012200324204419292,-0.22645099904852517,2020-04-13 20:00:00
68,-0.2690043511645764,-0.44838249286393905,2020-04-20 20:00:00
69,-0.19017148707448164,-0.5128449096098954,2020-04-27 20:00:00
70,,,2020-05-04 20:00:00
71,-0.2009214230867673,-0.2635585156993339,2020-05-11 20:00:00
72,-0.16060916304069614,-0.22074215033301614,2020-05-18 20:00:00
73,,,2020-05-25 20:00:00
74,,,2020-06-01 20:00:00
75,-0.21167135909905294,-0.38058991436726924,2020-06-08 20:00:00
76,-0.19733811108267207,-0.055185537583253993,2020-06-15 20:00:00
77,-0.1776298950601484,-0.32635585156993335,2020-06-22 20:00:00
78,,,2020-06-29 20:00:00
79,-0.2164491084378466,-0.26450999048525203,2020-07-06 20:00:00
80,-0.056693114921934934,-0.1436726926736441,2020-07-13 20:00:00
81,,,2020-07-20 20:00:00
82,-0.11372749765378372,-0.22740247383444329,2020-07-27 20:00:00
83,,,2020-08-03 20:00:00
84,,,2020-08-10 20:00:00
85,,,2020-08-17 20:00:00
86,-0.20987970309700532,0.04757373929590872,2020-08-24 20:00:00
87,,,2020-08-31 20:00:00
88,,,2020-09-07 20:00:00
89,,,2020-09-14 20:00:00
90,-0.19853254841737053,-0.10228353948620357,2020-09-21 20:00:00
91,,,2020-09-28 20:00:00
92,-0.13642180701305345,-0.5347288296860133,2020-10-05 20:00:00
93,,,2020-10-12 20:00:00
94,,,2020-10-19 20:00:00
95,,,2020-10-26 20:00:00
96,-0.2761709751727668,-0.28068506184586106,2020-11-02 19:00:00
97,-0.21095469669823394,-0.1508087535680304,2020-11-09 19:00:00
98,-0.16269942837641838,0.0,2020-11-16 19:00:00
99,0.011389813155874132,-0.04091341579448139,2020-11-23 19:00:00
100,0.10796007166624011,-0.10846812559467174,2020-11-30 19:00:00
101,-0.022353041549355867,-0.07231208372978111,2020-12-07 19:00:00
102,-0.06475556693114916,0.128639391056137,2020-12-14 19:00:00
103,0.015101100588687003,-0.013184722033437466,2020-12-21 19:00:00
104,-0.0755055029434348,-0.22359657469077066,2020-12-28 19:00:00
